name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,count0,count0.25,count0.5,count1,count2,Count4,Combined_score_1,attack,defense,base_happiness,hp,special_attack,special_defense,speed,capture_rate,cap_rate_normalized,Combined_score_2,classfication,experience_growth,height,japanese_name,percentage_male,pokedex_number,type1,type2,weight_kg,generation,is_legendary
Skrelp,"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,0,0,8,7,3,0,98,60,60,70,50,60,60,30,225,42.51370769,392.444,Mock Kelp Pokémon,1000000,0.5,Kuzumoクズモー,50,690,poison,water,7.3,6,0
Dragalge,"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,0,1,6,7,4,0,100,75,90,70,65,97,123,44,55,57.45928743,574,Mock Kelp Pokémon,1000000,1.8,Dramidoroドラミドロ,50,691,poison,dragon,81.5,6,0
Clauncher,['Mega Launcher'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,53,62,70,50,58,63,44,225,42.51370769,402.222,Water Gun Pokémon,1250000,0.5,Udeppouウデッポウ,50,692,water,,8.3,6,0
Clawitzer,['Mega Launcher'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,73,88,70,71,120,89,59,55,57.45928743,578.182,Howitzer Pokémon,1250000,1.3,Blosterブロスター,50,693,water,,35.3,6,0
Helioptile,"['Dry Skin', 'Sand Veil', 'Solar Power']",1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,1,0,3,12,2,0,108,38,33,70,44,61,43,70,190,43.88363883,361.368,Generator Pokémon,1000000,0.5,Erikiteruエリキテル,50,694,electric,normal,6,6,0
Heliolisk,"['Dry Skin', 'Sand Veil', 'Solar Power']",1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,1,0,3,12,2,0,108,55,52,70,62,109,94,109,75,53.33159079,557,Generator Pokémon,1000000,1,Elezardエレザード,50,695,electric,normal,21,6,0
Tyrunt,"['Strong Jaw', 'Sturdy']",1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,0,1,4,7,6,0,88,89,77,70,58,45,45,48,45,60.48829123,442,Royal Heir Pokémon,1000000,0.8,Chigorasチゴラス,88.1,696,rock,dragon,26,6,0
Tyrantrum,"['Strong Jaw', 'Rock Head']",1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,0,1,4,7,6,0,88,121,119,70,82,69,59,71,45,60.48829123,601,Despot Pokémon,1000000,2.5,Gachigorasガチゴラス,88.1,697,rock,dragon,270,6,0
Amaura,"['Refrigerate', 'Snow Warning']",1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,0,0,4,8,4,2,74,59,50,70,77,67,63,46,45,60.48829123,442,Tundra Pokémon,1000000,1.3,Amarusアマルス,88.1,698,rock,ice,25.2,6,0
Aurorus,"['Refrigerate', 'Snow Warning']",1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,0,0,4,8,4,2,74,77,72,70,123,99,92,58,45,60.48829123,601,Tundra Pokémon,1000000,2.7,Amarurugaアマルルガ,88.1,699,rock,ice,225,6,0
Sylveon,"['Cute Charm', 'Pixilate']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,1,0,3,12,2,0,108,65,65,70,95,110,130,60,45,60.48829123,606.111,Intertwining Pokémon,1000000,1,Nymphiaニンフィア,88.1,700,fairy,,23.5,6,0
Hawlucha,"['Limber', 'Unburden', 'Mold Breaker']",0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,1,1,3,8,5,0,114,92,75,70,78,74,63,118,100,50,575.5,Wrestling Pokémon,1000000,0.8,Luchabullルチャブル,50,701,fighting,flying,21.5,6,0
Dedenne,"['Cheek Pouch', 'Pickup', 'Plus']",0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,1,0,5,10,2,0,116,58,57,70,67,81,67,101,180,44.34053968,503.778,Antenna Pokémon,1000000,0.2,Dedenneデデンネ,50,702,electric,fairy,2.2,6,0
Carbink,"['Clear Body', 'Sturdy']",0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,1,0,5,8,3,1,111,50,150,70,50,50,150,50,60,56.23818558,577.5,Jewel Pokémon,1250000,0.3,Melecieメレシー,,703,rock,fairy,5.7,6,0
Goomy,"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,0,0,4,11,3,0,82,50,35,35,45,55,75,40,45,60.48829123,345,Soft Tissue Pokémon,1250000,0.3,Numeraヌメラ,50,704,dragon,,2.8,6,0
Sliggoo,"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,0,0,4,11,3,0,82,75,53,35,68,83,113,60,45,60.48829123,497,Soft Tissue Pokémon,1250000,0.8,Numeilヌメイル,50,705,dragon,,17.5,6,0
Goodra,"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,0,0,4,11,3,0,82,100,70,35,90,110,150,80,45,60.48829123,646.111,Dragon Pokémon,1250000,2,Numelgonヌメルゴン,50,706,dragon,,150.5,6,0
Klefki,"['Prankster', 'Magician']",0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,2,1,8,5,2,0,168,80,91,70,57,80,87,75,75,53.33159079,547.333,Key Ring Pokémon,800000,0.2,Cleffyクレッフィ,50,707,steel,fairy,3,6,0
Phantump,"['Natural Cure', 'Frisk', 'Harvest']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,2,0,4,7,5,0,134,70,48,70,43,50,60,38,120,48.09585513,383.167,Stump Pokémon,1000000,0.4,Bokureiボクレー,50,708,ghost,grass,7,6,0
Trevenant,"['Natural Cure', 'Frisk', 'Harvest']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,2,0,4,7,5,0,134,110,76,70,85,65,82,56,60,56.23818558,551.5,Elder Tree Pokémon,1000000,1.5,Ohrotオーロット,50,709,ghost,grass,71,6,0
Pumpkaboo,"['Pickup', 'Frisk', 'Insomnia']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,2,0,4,7,5,0,134,66,70,70,59,44,55,41,120,48.09585513,408.75,Pumpkin Pokémon,1000000,0.8,Bakecchaバケッチャ,50,710,ghost,grass,15,6,0
Gourgeist,"['Pickup', 'Frisk', 'Insomnia']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,2,0,4,7,5,0,134,100,122,70,85,58,75,54,60,56.23818558,571.5,Pumpkin Pokémon,1000000,1.7,Pumpjinパンプジン,50,711,ghost,grass,39,6,0
Bergmite,"['Own Tempo', 'Ice Body', 'Sturdy']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,0,0,1,13,4,0,68,69,85,70,55,32,35,28,190,43.88363883,376.368,Ice Chunk Pokémon,1000000,1,Kachikohruカチコール,50,712,ice,,99.5,6,0
Avalugg,"['Own Tempo', 'Ice Body', 'Sturdy']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,0,0,1,13,4,0,68,117,184,70,95,44,46,28,55,57.45928743,592.182,Iceberg Pokémon,1000000,2,Crebaseクレベース,50,713,ice,,505,6,0
Noibat,"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,1,1,4,8,3,1,119,30,35,70,40,45,40,55,190,43.88363883,317.368,Sound Wave Pokémon,1000000,0.5,Onbatオンバット,50,714,flying,dragon,8,6,0
Noivern,"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,1,1,4,8,3,1,119,70,80,70,85,97,80,123,45,60.48829123,615,Sound Wave Pokémon,1000000,1.5,Onvernオンバーン,50,715,flying,dragon,85,6,0
Xerneas,['Fairy Aura'],0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,1,0,3,12,2,0,108,131,95,0,126,131,98,99,45,60.48829123,690,Life Pokémon,1250000,3,Xerneasゼルネアス,,716,fairy,,215,6,1
Yveltal,['Dark Aura'],1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,2,0,3,9,4,0,132,131,95,0,126,131,98,99,45,60.48829123,690,Destruction Pokémon,1250000,5.8,Yveltalイベルタル,,717,dark,flying,203,6,1
Zygarde,"['Aura Break', 'Power Construct']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,1,0,3,11,2,1,105,100,121,0,216,91,95,85,3,209.5903274,858,Order Pokémon,1250000,5,Zygarde (10% Forme)ジガルデ,,718,dragon,ground,284.6,6,1
Diancie,['Clear Body'],0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,1,0,5,8,3,1,111,160,110,70,50,160,110,110,3,209.5903274,920,Jewel Pokémon,1250000,0.7,Diancieディアンシー,,719,rock,fairy,8.8,6,1
Hoopa,['Magician'],1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,2,0,2,12,0,2,130,160,60,100,80,170,130,80,3,209.5903274,930,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),1250000,,Hoopa (imashimerareshi Hoopa)フーパ,,720,psychic,ghost,,6,1
Volcanion,['Water Absorb'],0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,0,3,2,10,3,0,110,110,120,100,80,130,90,70,3,209.5903274,850,Steam Pokémon,1250000,1.7,Volcanionボルケニオン,,721,fire,water,195,6,1
Rowlet,"['Overgrow', 'Long Reach']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,1,1,2,9,4,1,109,55,55,70,68,50,50,42,45,60.48829123,401.667,Grass Quill Pokémon,1059860,0.3,Mokurohモクロー,88.1,722,grass,flying,1.5,7,0
Dartrix,"['Overgrow', 'Long Reach']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,1,1,2,9,4,1,109,75,75,70,78,70,70,52,45,60.48829123,503.333,Blade Quill Pokémon,1059860,0.7,Fukuthrowフクスロー,88.1,723,grass,flying,16,7,0
Decidueye,"['Overgrow', 'Long Reach']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,2,0,4,7,5,0,134,107,75,70,78,100,100,70,45,60.48829123,613.333,Arrow Quill Pokémon,1059860,1.6,Junaiperジュナイパー,88.1,724,grass,ghost,36.6,7,0
Litten,"['Blaze', 'Intimidate']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,0,0,6,9,3,0,90,65,40,70,45,60,40,70,45,60.48829123,403.333,Fire Cat Pokémon,1059860,0.4,Nyabbyニャビー,88.1,725,fire,,4.3,7,0
Torracat,"['Blaze', 'Intimidate']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,0,0,6,9,3,0,90,85,50,70,65,80,50,90,45,60.48829123,503.333,Fire Cat Pokémon,1059860,0.7,Nyaheatニャヒート,88.1,726,fire,,25,7,0
Incineroar,"['Blaze', 'Intimidate']",1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,1,0,6,7,4,0,116,115,90,70,95,80,90,60,45,60.48829123,613.333,Heel Pokémon,1059860,1.8,Gaogaenガオガエン,88.1,727,fire,dark,83,7,0
Popplio,"['Torrent', 'Liquid Voice']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,54,54,70,50,66,56,40,45,60.48829123,403.333,Sea Lion Pokémon,1059860,0.4,Ashimariアシマリ,88.1,728,water,,7.5,7,0
Brionne,"['Torrent', 'Liquid Voice']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,69,69,70,60,91,81,50,45,60.48829123,503.333,Pop Star Pokémon,1059860,0.6,Osyamariオシャマリ,88.1,729,water,,17.5,7,0
Primarina,"['Torrent', 'Liquid Voice']",0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,1,0,6,8,3,0,118,74,74,70,80,126,116,60,45,60.48829123,613.333,Soloist Pokémon,1059860,1.8,Ashireneアシレーヌ,88.1,730,water,fairy,44,7,0
Pikipek,"['Keen Eye', 'Skill Link', 'Pickup']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,2,0,2,11,3,0,130,75,30,70,35,30,30,65,255,41.55343044,337.353,Woodpecker Pokémon,1000000,0.3,Tsutsukeraツツケラ,50,731,normal,flying,1.2,7,0
Trumbeak,"['Keen Eye', 'Skill Link', 'Pickup']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,2,0,2,11,3,0,130,85,50,70,55,40,50,75,120,48.09585513,430,Bugle Beak Pokémon,1000000,0.6,Kerarappaケララッパ,50,732,normal,flying,14.8,7,0
Toucannon,"['Keen Eye', 'Skill Link', 'Sheer Force']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,2,0,2,11,3,0,130,120,75,70,80,75,75,60,45,60.48829123,568.333,Cannon Pokémon,1000000,1.1,Dodekabashiドデカバシ,50,733,normal,flying,26,7,0
Yungoos,"['Stakeout', 'Strong Jaw', 'Adaptability']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,70,30,70,48,30,30,45,255,41.55343044,325.353,Loitering Pokémon,1000000,0.4,Youngooseヤングース,50,734,normal,,6,7,0
Gumshoos,"['Stakeout', 'Strong Jaw', 'Adaptability']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,110,60,70,88,55,60,45,127,47.53295139,492.724,Stakeout Pokémon,1000000,0.7,Dekagooseデカグース,50,735,normal,,14.2,7,0
Grubbin,['Swarm'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,0,0,3,12,3,0,78,62,45,70,47,55,45,46,255,41.55343044,372.353,Larva Pokémon,1000000,0.4,Agojimushiアゴジムシ,50,736,bug,,4.4,7,0
Charjabug,['Battery'],1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,0,0,4,12,2,0,84,82,95,70,57,55,75,36,120,48.09585513,475,Battery Pokémon,1000000,0.5,Dendimushiデンヂムシ,50,737,bug,electric,10.5,7,0
Vikavolt,['Levitate'],1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,0,0,4,12,2,0,84,70,90,70,77,145,75,43,45,60.48829123,583.333,Stag Beetle Pokémon,1000000,1.5,Kuwagannonクワガノン,50,738,bug,electric,45,7,0
Crabrawler,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,0,0,3,12,3,0,78,82,57,70,47,42,47,63,225,42.51370769,410.667,Boxing Pokémon,1000000,0.6,Makenkaniマケンカニ,50,739,fighting,,7,7,0
Crabominable,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,0,0,3,9,6,0,72,132,77,70,97,62,67,43,60,56.23818558,558,Woolly Crab Pokémon,1000000,1.7,Kekenkaniケケンカニ,50,740,fighting,ice,180,7,0
Oricorio,['Dancer'],0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,1,2,4,8,2,1,133,70,70,70,75,98,70,93,45,60.48829123,559.333,Dancing Pokémon,1000000,0.6,Odoridori (pachipachi Style)オドリドリ,24.6,741,fire,flying,3.4,7,0
Cutiefly,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,1,1,4,7,5,0,118,45,40,70,40,55,40,84,190,43.88363883,377.158,Bee Fly Pokémon,1000000,0.1,Abulyアブリー,50,742,bug,fairy,0.2,7,0
Ribombee,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,1,1,4,7,5,0,118,55,60,70,60,95,70,124,75,53.33159079,542,Bee Fly Pokémon,1000000,0.2,Aburibbonアブリボン,50,743,bug,fairy,0.5,7,0
Rockruff,"['Keen Eye', 'Vital Spirit', 'Steadfast']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,0,0,4,9,5,0,78,65,40,70,45,30,40,60,190,43.88363883,353.158,Puppy Pokémon,1000000,0.5,Iwankoイワンコ,50,744,rock,,9.2,7,0
Lycanroc,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,0,0,4,9,5,0,78,115,75,70,85,55,75,82,90,51.17072191,563.667,Wolf Pokémon,1000000,,Lugarugan (mahiru No Sugata)ルガルガン,50,745,rock,,,7,0
Wishiwashi,['Schooling'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,140,130,70,45,140,135,30,60,56.23818558,698.75,Small Fry Pokémon,800000,0.2,Yowashi (tandoku No Sugata)ヨワシ,50,746,water,,0.3,7,0
Mareanie,"['Merciless', 'Limber', 'Regenerator']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,0,0,8,7,3,0,98,53,62,70,50,43,52,45,190,43.88363883,377.368,Brutal Star Pokémon,1000000,0.4,Hidoideヒドイデ,50,747,poison,water,8,7,0
Toxapex,"['Merciless', 'Limber', 'Regenerator']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,0,0,8,7,3,0,98,63,152,70,50,53,142,35,75,53.33159079,571,Brutal Star Pokémon,1000000,0.7,Dohidoideドヒドイデ,50,748,poison,water,14.5,7,0
Mudbray,"['Own Tempo', 'Stamina', 'Inner Focus']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,1,0,2,12,3,0,102,100,70,70,70,45,55,45,190,43.88363883,457.368,Donkey Pokémon,1000000,1,Dorobankoドロバンコ,50,749,ground,,110,7,0
Mudsdale,"['Own Tempo', 'Stamina', 'Inner Focus']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,1,0,2,12,3,0,102,125,100,70,100,55,85,35,60,56.23818558,577.5,Draft Horse Pokémon,1000000,2.5,Banbadoroバンバドロ,50,750,ground,,920,7,0
Dewpider,"['Water Bubble', 'Water Absorb']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,0,0,5,10,3,0,86,40,52,70,38,40,72,27,200,43.45879897,341.25,Water Bubble Pokémon,1000000,0.3,Shizukumoシズクモ,50,751,water,bug,4,7,0
Araquanid,"['Water Bubble', 'Water Absorb']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,0,0,5,10,3,0,86,70,92,70,68,50,132,42,100,50,528.5,Water Bubble Pokémon,1000000,1.8,Onishizukumoオニシズクモ,50,752,water,bug,82,7,0
Fomantis,"['Leaf Guard', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,55,35,70,40,50,35,35,190,43.88363883,322.368,Sickle Grass Pokémon,1000000,0.3,Karikiriカリキリ,50,753,grass,,1.5,7,0
Lurantis,"['Leaf Guard', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,105,90,70,70,80,90,45,75,53.33159079,556,Bloom Sickle Pokémon,1000000,0.9,Lalantesラランテス,50,754,grass,,18.5,7,0
Morelull,"['Illuminate', 'Effect Spore', 'Rain Dish']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,1,0,6,6,4,1,113,35,55,70,40,65,75,15,190,43.88363883,357.368,Illuminating Pokémon,1000000,0.2,Nemasyuネマシュ,50,755,grass,fairy,1.5,7,0
Shiinotic,"['Illuminate', 'Effect Spore', 'Rain Dish']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,1,0,6,6,4,1,113,45,80,70,60,90,100,30,75,53.33159079,481,Illuminating Pokémon,1000000,1,Mashadeマシェード,50,756,grass,fairy,11.5,7,0
Salandit,"['Corrosion', 'Oblivious']",0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,0,3,5,6,3,1,119,44,40,70,48,71,40,77,120,48.09585513,393.75,Toxic Lizard Pokémon,1000000,0.6,Yatoumoriヤトウモリ,88.1,757,poison,fire,4.8,7,0
Salazzle,"['Corrosion', 'Oblivious']",0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,0,3,5,6,3,1,119,64,60,70,68,111,60,117,45,60.48829123,560,Toxic Lizard Pokémon,1000000,1.2,Ennewtエンニュート,0,758,poison,fire,22.2,7,0
Stufful,"['Fluffy', 'Klutz', 'Cute Charm']",0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,1,0,3,10,4,0,104,75,50,70,70,45,50,50,140,46.59554245,413.214,Flailing Pokémon,1000000,0.5,Nuikogumaヌイコグマ,50,759,normal,fighting,6.8,7,0
Bewear,"['Fluffy', 'Klutz', 'Unnerve']",0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,1,0,3,10,4,0,104,125,80,70,120,55,60,60,70,54.19766204,576.429,Strong Arm Pokémon,1000000,2.1,Kiterugumaキテルグマ,50,760,normal,fighting,135,7,0
Bounsweet,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,30,38,70,42,30,38,32,235,42.17508979,281.915,Fruit Pokémon,1059860,0.3,Amakajiアマカジ,0,761,grass,,3.2,7,0
Steenee,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,40,48,70,52,40,48,62,120,48.09585513,363.75,Fruit Pokémon,1059860,0.7,Amamaikoアママイコ,0,762,grass,,8.2,7,0
Tsareena,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,120,98,70,72,50,98,72,45,60.48829123,590,Fruit Pokémon,1059860,1.2,Amajoアマージョ,0,763,grass,,21.4,7,0
Comfey,"['Flower Veil', 'Triage', 'Natural Cure']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,1,0,3,12,2,0,108,52,90,70,51,82,110,100,60,56.23818558,562.5,Posy Picker Pokémon,800000,0.1,Cuwawaキュワワー,24.6,764,fairy,,0.3,7,0
Oranguru,"['Inner Focus', 'Telepathy', 'Symbiosis']",2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,1,0,1,14,2,0,100,60,80,70,90,90,110,60,45,60.48829123,570,Sage Pokémon,1250000,1.5,Yareyuutanヤレユータン,50,765,normal,psychic,76,7,0
Passimian,"['Receiver', 'Defiant']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,0,0,3,12,3,0,78,120,90,70,100,40,60,80,45,60.48829123,570,Teamwork Pokémon,1250000,2,Nagetukesaruナゲツケサル,50,766,fighting,,82.8,7,0
Wimpod,['Wimp Out'],1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,0,0,5,10,3,0,86,35,40,70,25,20,30,80,90,51.17072191,305,Turn Tail Pokémon,1000000,0.5,Kosokumushiコソクムシ,50,767,bug,water,12,7,0
Golisopod,['Emergency Exit'],1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,0,0,5,10,3,0,86,125,140,70,75,60,90,40,45,60.48829123,610,Hard Scale Pokémon,1000000,2,Gusokumushaグソクムシャ,50,768,bug,water,108,7,0
Sandygast,"['Water Compaction', 'Sand Veil']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,3,1,2,7,5,0,166,55,80,70,55,70,45,15,140,46.59554245,393.214,Sand Heap Pokémon,1000000,0.5,Sunabaスナバァ,50,769,ghost,ground,70,7,0
Palossand,"['Water Compaction', 'Sand Veil']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,3,1,2,7,5,0,166,75,110,70,85,100,75,35,60,56.23818558,557.5,Sand Castle Pokémon,1000000,1.3,Sirodethnaシロデスナ,50,770,ghost,ground,250,7,0
Pyukumuku,"['Innards Out', 'Unaware']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,60,130,70,55,30,130,5,60,56.23818558,487.5,Sea Cucumber Pokémon,800000,0.3,Namakobushiナマコブシ,50,771,water,,1.2,7,0
Type: Null,['Battle Armor'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,95,95,0,95,95,95,59,3,209.5903274,684,Synthetic Pokémon,1250000,1.9,Type: Nullタイプ：ヌル,,772,normal,,120.5,7,0
Silvally,['RKS System'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,95,95,0,95,95,95,95,3,209.5903274,720,Synthetic Pokémon,1250000,2.3,Silvadyシルヴァディ,,773,normal,,100.5,7,0
Minior,['Shields Down'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,1,0,5,7,5,0,110,100,60,70,60,100,60,120,255,41.55343044,571.765,Meteor Pokémon,1059860,0.3,Metenoメテノ,,774,rock,flying,40,7,0
Komala,['Comatose'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,115,65,70,65,75,95,65,45,60.48829123,560,Drowsing Pokémon,1250000,0.4,Nekkoaraネッコアラ,50,775,normal,,19.9,7,0
Turtonator,['Shell Armor'],0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,0,2,3,10,3,0,102,78,135,70,60,91,85,36,70,54.19766204,561.429,Blast Turtle Pokémon,1000000,2,Bakugamesバクガメス,50,776,fire,dragon,212,7,0
